>
2012 01 03  07 51 36   55929.327500   2.4469E-01
2012 01 03  08 01 36   55929.334444   2.5135E-01
2012 01 03  08 11 36   55929.341389   2.5447E-01
2012 01 03  08 21 36   55929.348333   2.4490E-01
2012 01 03  08 31 36   55929.355278   2.3100E-01
2012 01 03  08 41 36   55929.362222   2.4260E-01
2012 01 03  08 51 36   55929.369167   2.4747E-01
2012 01 03  09 01 36   55929.376111   2.5347E-01
2012 01 03  09 11 36   55929.383056   2.5246E-01
2012 01 03  09 21 36   55929.390000   2.5306E-01
2012 01 03  09 31 36   55929.396944   2.6389E-01
2012 01 03  09 41 36   55929.403889   2.5168E-01
2012 01 03  09 51 36   55929.410833   2.3916E-01
2012 01 03  10 01 36   55929.417778   2.3490E-01
2012 01 03  10 11 36   55929.424722   2.4793E-01
2012 01 03  10 21 36   55929.431667   2.7807E-01
2012 01 03  10 31 36   55929.438611   2.8949E-01
2012 01 03  10 41 36   55929.445556   3.0438E-01
2012 01 03  10 51 36   55929.452500   3.2017E-01
2012 01 03  11 01 36   55929.459444   3.4642E-01
2012 01 03  11 11 36   55929.466389   3.7657E-01
2012 01 03  11 21 36   55929.473333   3.9305E-01
2012 01 03  11 31 36   55929.480278   4.0785E-01
2012 01 03  11 41 36   55929.487222   4.1484E-01
2012 01 03  11 51 36   55929.494167   4.2707E-01
2012 01 03  12 01 36   55929.501111   4.3341E-01
2012 01 03  12 11 36   55929.508056   4.1497E-01
2012 01 03  12 21 36   55929.515000   3.9573E-01
2012 01 03  12 31 36   55929.521944   3.6935E-01
2012 01 03  12 41 36   55929.528889   3.4869E-01
2012 01 03  12 51 36   55929.535833   3.1079E-01
2012 01 03  13 01 36   55929.542778   2.7258E-01
2012 01 03  13 11 36   55929.549722   2.3647E-01
2012 01 03  13 21 36   55929.556667   2.0502E-01
2012 01 03  13 31 36   55929.563611   2.0306E-01
2012 01 03  13 41 36   55929.570556   1.7171E-01
2012 01 03  13 51 36   55929.577500   1.4889E-01
2012 01 03  14 01 36   55929.584444   1.4047E-01
2012 01 03  14 11 36   55929.591389   1.3100E-01
2012 01 03  14 21 36   55929.598333   1.1612E-01
2012 01 03  14 31 36   55929.605278   1.1593E-01
2012 01 03  14 41 36   55929.612222   1.0753E-01
2012 01 03  14 51 36   55929.619167   1.1483E-01
2012 01 03  15 01 36   55929.626111   1.3048E-01
2012 01 03  15 11 36   55929.633056   1.4715E-01
2012 01 03  15 21 36   55929.640000   1.4526E-01
2012 01 03  15 31 36   55929.646944   1.4374E-01
2012 01 03  15 41 36   55929.653889   1.5290E-01
2012 01 03  15 51 36   55929.660833   1.4083E-01
2012 01 03  16 01 36   55929.667778   1.6581E-01
2012 01 03  16 11 36   55929.674722   1.2937E-01
2012 01 03  16 21 36   55929.681667   1.4694E-01
2012 01 03  16 31 36   55929.688611   1.3232E-01
2012 01 03  16 41 36   55929.695556   1.3020E-01
2012 01 03  16 51 36   55929.702500   1.2828E-01
2012 01 03  17 01 36   55929.709444   1.2831E-01
2012 01 03  17 11 36   55929.716389   1.3452E-01
2012 01 03  17 21 36   55929.723333   1.2038E-01
2012 01 03  17 31 36   55929.730278   1.3247E-01
2012 01 03  17 41 36   55929.737222   1.0973E-01
2012 01 03  17 51 36   55929.744167   1.4228E-01
2012 01 03  18 01 36   55929.751111   1.3520E-01
2012 01 03  18 11 36   55929.758056   1.5812E-01
2012 01 03  18 21 36   55929.765000   1.8060E-01
2012 01 03  18 31 36   55929.771944   1.9941E-01
2012 01 03  18 41 36   55929.778889   2.0306E-01
2012 01 03  18 51 36   55929.785833   2.0559E-01
2012 01 03  19 01 36   55929.792778   2.0147E-01
2012 01 03  19 11 36   55929.799722   2.1015E-01
2012 01 03  19 21 36   55929.806667   2.0374E-01
2012 01 03  19 31 36   55929.813611   1.9214E-01
2012 01 03  19 41 36   55929.820556   1.6862E-01
2012 01 03  19 51 36   55929.827500   1.6584E-01
2012 01 03  20 01 36   55929.834444   1.2628E-01
